ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price,Price (English),Flooring Type,Electricity Status,Maintenance Type,Maintenance Charges,Booking Amount,Landmark,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Society,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Floor Data,Type of Property,City,bedroom,Data Referred From,floors,Water Status,Luxury Flat,Covered Area,Carpet Area Unit,isPrimeLocationProperty,Tenants Preference,Location,Property,covArea Unit,isLuxuryServiceProvided,Property Lifespan,balconies,Rera,Power Back Up,Lift,Rain Water Harvesting,Club House,Swimming Pool,Gymnasium,Park,Parking,Security,Water Storage,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Visitor Parking,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Jogging and Strolling Track,Outdoor Tennis Courts,Mansion,Downtown,Skyline View,Wrap Around Balcony,Island Kitchen Layout,Full Glass Wall,House help accommodation,Concierge Services,Garden View,Marble flooring,Well Furnished,Modular Kitchen,Helipad,Private pool ,Private Jaccuzi,Mini Cinema Theatre,Golf Course,Infinity Swimming Pool,Pool with temperature control ,Sea facing,Skydeck,Earth quake resistant,Theme based Architectures,Health club with Steam / Jaccuzi,Large Clubhouse ,Large Open space,Fingerprint Access,Grand Entrance lobby,Private Garage,Fireplace,Wine Cellar,Sky Villa,Water Front,Hilltop,Smart Home,Barbeque space,Kids play area,Library,Puja Room,Study,Servant Room,Store,Aerobics Room,Canopy Walk,Coffee Lounge & Restaurants,Dance Studio,Event Space & Amphitheatre,Flower Gardens,Guest Accommodation,Indoor Squash & Badminton Courts,Kids Play Area,Kids Play Pool With Water Slides,Library And Business Centre,Meditation Area,Multipurpose Courts,Recreational Pool,Rentable CommuniPfty Space,Retail Boulevard (Retail Shops),Cycling & Jogging Track,Fire Fighting Equipment,Aesthetically designed landscape garden,Possession By,NRI Pref,Land Area / Covered Area,Land Area Unit,Pantry Type
12632,Under Construction,Dec '25,3,Y,NA,KDMC,12,4300000,43 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,Kalyan West Bapgaon.,854,NA,5035,505,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool",New Property,3 of 14 Floor,Apartment,Thane,2,Agent,14,Water Availability 24 Hours Available,F,854,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12631,Under Construction,Mar '26,10,N,NA,KDMC,12,4185500,41.9 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,Kalyan Station,384,NA,10899,384,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool",New Property,10 of 23 Floor,Apartment,Thane,1,Agent,23,Water Availability 24 Hours Available,F,384,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12630,Ready to Move,NA,3,N,NA,NA,NA,2400000,24 Lac,NA,NA,NA,NA,NA,NA,675,NA,3556,NA,Kalyan West,NA,Sq-ft,Y,NA,Unfurnished,2,NA,NA,NA,Resale,3 of 3 Floor,Apartment,Thane,2,Owner,3,NA,F,675,NA,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12629,Ready to Move,NA,3,N,NA,NA,NA,2000000,20 Lac,Ceramic Tiles,NA,NA,NA,NA,Behind Aditya lodge Jay Malhar Nagar Bapgaon,605,NA,3306,NA,Kalyan West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,1,NA,East,NA,Resale,3 of 3 Floor,Apartment,Thane,1,Owner,3,NA,F,605,NA,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,Less than 5 years,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12628,Ready to Move,NA,NA,N,NA,NA,NA,2500000,25 Lac,NA,NA,NA,NA,NA,NA,620,NA,4032,NA,Kalyan West,NA,Sq-ft,Y,NA,Furnished,2,NA,NA,NA,Resale,NA,Residential House,Thane,2,Owner,NA,NA,F,620,NA,Y,Bachelors/Family,NA,NA,Sq-ft,0,Less than 5 years,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,300,12850,NA
12627,Under Construction,NA,1,N,Mutha Construction,NA,NA,4000000,40 Lac,NA,NA,NA,NA,NA,NA,785,Sai Nirvana,5096,NA,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,2,NA,NA,NA,Resale,1 of 4 Floor,Apartment,Thane,1,Owner,4,NA,F,785,NA,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12626,Ready to Move,NA,12,N,Ajmera Realty & Infra India Ltd.,NA,NA,5000000,50 Lac,NA,NA,Monthly,NA,NA,NA,711,Ajmera New Era,7032,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,12 of 21 Floor,Apartment,Thane,1,Owner,21,NA,F,711,NA,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,New Construction,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12625,Under Construction,NA,9,N,Godrej Properties,NA,NA,9500000,95 Lac,NA,NA,NA,NA,NA,NA,675,Godrej Nirvaan,14074,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,9 of 21 Floor,Apartment,Thane,2,Owner,21,NA,F,675,NA,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12624,Ready to Move,NA,7,N,Madhav Constructions,NA,NA,6000000,60 Lac,Marble,NA,NA,NA,NA,Near Axis Bank. Khadakpada west,870,Madhav Shristi,6897,600,Kalyan West,Near Axis Bank. Khadakpada west,Sq-ft,N,NA,Semi-Furnished,2,NA,South - East,Garden/Park,Resale,7 of 7 Floor,Apartment,Thane,2,Owner,7,NA,F,870,Sq-ft,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,5 to 10 years,NA,NA,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12623,Ready to Move,NA,4,N,Raunak Group,NA,NA,4000000,40 Lac,NA,NA,NA,NA,NA,NA,580,Raunak City 2,6897,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,1,NA,NA,NA,Resale,4 of 15 Floor,Apartment,Thane,1,Owner,15,NA,F,580,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12622,Ready to Move,NA,2,N,Shree Vasturachna Developers,NA,NA,3400000,34 Lac,NA,NA,NA,NA,NA,NA,780,Vrundavan,4359,NA,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,2,NA,NA,NA,Resale,2 of 5 Floor,Apartment,Thane,2,Owner,5,NA,F,780,NA,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12621,Ready to Move,NA,6,N,NA,KDMC,0,4300000,43 Lac,Vitrified,No/Rare Powercut,NA,NA,NA,NA,615,NA,6992,NA,Kalyan West,East Facing Property,Sq-ft,N,Co-operative Society,Unfurnished,1,NA,East,Main Road,Resale,6 of 7 Floor,Apartment,Thane,1,Owner,7,Water Availability 24 Hours Available,F,615,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12620,Ready to Move,NA,12,N,Osho Dhara Developers,NA,NA,7000000,70 Lac,NA,NA,NA,NA,NA,NA,1200,Osho Dhara Residency,5833,NA,Kalyan West,NA,Sq-ft,N,NA,Furnished,2,NA,NA,NA,Resale,12 of 13 Floor,Apartment,Thane,2,Owner,13,NA,F,1200,NA,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12619,Ready to Move,NA,2,N,Kashish Park Realtors,NA,NA,3500000,35 Lac,NA,NA,NA,NA,NA,NA,445,Om Heights,7865,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,1,NA,NA,NA,Resale,2 of 6 Floor,Apartment,Thane,1,Owner,6,NA,F,445,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12618,Under Construction,NA,4,N,Mahavir Builders,NA,NA,3000000,30 Lac,NA,NA,NA,NA,NA,NA,650,Mahavir Heights,4615,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,1,1 Covered,NA,NA,Resale,4 of 7 Floor,Apartment,Thane,1,Owner,7,NA,F,650,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12617,Ready to Move,NA,1,N,Saisatyam Group,NA,NA,4100000,41 Lac,NA,NA,NA,NA,NA,NA,671,Saisatyam Residency,6110,NA,Kalyan West,NA,Sq-ft,N,NA,Furnished,1,NA,NA,NA,Resale,1 of 7 Floor,Apartment,Thane,1,Owner,7,NA,F,671,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12616,Under Construction,NA,20,N,Mutha Construction,NA,NA,9000000,90 Lac,NA,NA,NA,NA,NA,NA,1085,Sai Nirvana,8295,NA,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,2,NA,NA,NA,Resale,20 of 32 Floor,Apartment,Thane,2,Owner,32,NA,F,1085,NA,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12615,Under Construction,Jun '23,11,N,Godrej Properties,NA,NA,8200000,82 Lac,NA,NA,NA,NA,NA,NA,689,Godrej Nirvaan,11901,633,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,2,NA,NA,NA,Resale,11 of 25 Floor,Apartment,Thane,1,Owner,25,NA,F,689,Sq-ft,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12614,Ready to Move,NA,5,N,Mehta Group,NA,NA,4500000,45 Lac,NA,NA,NA,NA,NA,NA,545,Amrut Pearl,8257,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,5 of 8 Floor,Apartment,Thane,1,Owner,8,NA,F,545,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12613,Ready to Move,NA,4,N,M S Developers,NA,NA,5600000,56 Lac,NA,NA,Monthly,2087,NA,NA,805,Vrindavan Garden,6957,NA,Kalyan West,NA,Sq-ft,N,NA,Furnished,2,NA,NA,NA,Resale,4 of 7 Floor,Residential House,Thane,2,Owner,7,NA,F,805,NA,N,Bachelors/Family,NA,NA,Sq-ft,0,Less than 5 years,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12612,Ready to Move,NA,2,N,Haware Engineers & Builders Pvt Ltd,NA,NA,2800000,28 Lac,NA,NA,Yearly,14000,NA,NA,603,Haware Pinnacle,4644,392,Kalyan West,Newly Constructed Property,Sq-ft,Y,NA,Unfurnished,1,NA,NA,NA,New Property,2 of 4 Floor,Apartment,Thane,1,Owner,4,NA,F,603,Sq-ft,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,New Construction,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12611,Ready to Move,NA,21,N,Raunak Group,NA,NA,3500000,35 Lac,NA,NA,NA,NA,NA,NA,615,Raunak City Sector 4,5691,NA,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,1,NA,NA,NA,Resale,21 of 22 Floor,Apartment,Thane,1,Owner,22,NA,F,615,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12610,Ready to Move,NA,11,N,Gurukrupa Group,NA,NA,7000000,70 Lac,NA,NA,NA,NA,NA,NA,970,Guru Atman,7216,NA,Kalyan West,NA,Sq-ft,N,NA,Furnished,2,NA,NA,NA,Resale,11 of 19 Floor,Apartment,Thane,2,Owner,19,NA,F,970,NA,N,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12609,Ready to Move,NA,8,N,Charms Group,NA,NA,3900000,39 Lac,NA,NA,NA,NA,NA,NA,660,Charms Heritage,5909,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,1,NA,NA,NA,Resale,8 of 11 Floor,Apartment,Thane,1,Owner,11,NA,F,660,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12608,Ready to Move,NA,7,N,Mehta Group,NA,NA,4500000,45 Lac,NA,NA,NA,NA,NA,NA,765,Amrut Pearl,5882,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,7 of 14 Floor,Apartment,Thane,1,Owner,14,NA,F,765,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12607,Ready to Move,NA,7,N,Honest Developers,NA,NA,5500000,55 Lac,NA,NA,NA,NA,NA,NA,571,Kalyan Nagari,9632,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,1,NA,NA,NA,Resale,7 of 8 Floor,Apartment,Thane,1,Owner,8,NA,F,571,NA,N,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12606,Ready to Move,NA,7,N,NA,NA,NA,6000000,60 Lac,NA,NA,NA,NA,NA,NA,750,Lotus Tower,8000,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,7 of 8 Floor,Apartment,Thane,2,Owner,8,NA,F,750,NA,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12605,Ready to Move,NA,9,N,Honest Developers,NA,NA,3500000,35 Lac,NA,NA,NA,NA,50000,NA,501,Kalyan Nagari,6986,363,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,9 of 9 Floor,Apartment,Thane,1,Owner,9,NA,F,501,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,New Construction,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12604,Ready to Move,NA,3,N,NA,NA,NA,7000000,70 Lac,NA,NA,NA,NA,NA,NA,963,NA,7269,NA,Kalyan West,NA,Sq-ft,N,NA,Furnished,2,NA,NA,NA,Resale,3 of 3 Floor,Apartment,Kalyan,3,Owner,3,NA,F,963,NA,Y,Bachelors/Family,"Kalyan West, Kalyan",3 BHK Flat,Sq-ft,0,Above 20 years,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12603,Ready to Move,NA,4,N,Kashish Park Realtors,NA,NA,7800000,78 Lac,NA,NA,NA,NA,NA,NA,1044,Om Heights,7471,NA,Kalyan West,NA,Sq-ft,N,NA,Semi-Furnished,2,NA,NA,NA,Resale,4 of 12 Floor,Apartment,Thane,3,Owner,12,NA,F,1044,NA,Y,Bachelors/Family,"Kalyan West, Thane",3 BHK Flat,Sq-ft,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12602,Ready to Move,NA,3,N,Haware Engineers & Builders Pvt Ltd,NA,NA,3500000,35 Lac,NA,NA,NA,NA,NA,NA,608,Haware Pinnacle,5757,NA,Kalyan West,NA,Sq-ft,N,NA,Unfurnished,1,NA,NA,NA,Resale,3 of 5 Floor,Apartment,Thane,1,Owner,5,NA,F,608,NA,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,New Construction,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
